,expID,ligand,base,solvent,cone angle,TEP,calc P shift,pKa,Pauling ionic radii,Hansen-dD,Hansen-dP,Hansen-dH,objectives,MACCSkeys1_x,MACCSkeys2_x,MACCSkeys3_x,MACCSkeys4_x,MACCSkeys5_x,MACCSkeys6_x,MACCSkeys7_x,MACCSkeys8_x,MACCSkeys9_x,MACCSkeys10_x,MACCSkeys11_x,MACCSkeys12_x,MACCSkeys13_x,MACCSkeys14_x,MACCSkeys15_x,MACCSkeys16_x,MACCSkeys17_x,MACCSkeys18_x,MACCSkeys19_x,MACCSkeys20_x,MACCSkeys21_x,MACCSkeys22_x,MACCSkeys23_x,MACCSkeys24_x,MACCSkeys25_x,MACCSkeys26_x,MACCSkeys27_x,MACCSkeys28_x,MACCSkeys29_x,MACCSkeys30_x,MACCSkeys31_x,MACCSkeys32_x,MACCSkeys33_x,MACCSkeys34_x,MACCSkeys35_x,MACCSkeys36_x,MACCSkeys37_x,MACCSkeys38_x,MACCSkeys39_x,MACCSkeys40_x,MACCSkeys41_x,MACCSkeys42_x,MACCSkeys43_x,MACCSkeys44_x,MACCSkeys45_x,MACCSkeys46_x,MACCSkeys47_x,MACCSkeys48_x,MACCSkeys49_x,MACCSkeys50_x,MACCSkeys51_x,MACCSkeys52_x,MACCSkeys53_x,MACCSkeys54_x,MACCSkeys55_x,MACCSkeys56_x,MACCSkeys57_x,MACCSkeys58_x,MACCSkeys59_x,MACCSkeys60_x,MACCSkeys61_x,MACCSkeys62_x,MACCSkeys63_x,MACCSkeys64_x,MACCSkeys65_x,MACCSkeys66_x,MACCSkeys67_x,MACCSkeys68_x,MACCSkeys69_x,MACCSkeys70_x,MACCSkeys71_x,MACCSkeys72_x,MACCSkeys73_x,MACCSkeys74_x,MACCSkeys75_x,MACCSkeys76_x,MACCSkeys77_x,MACCSkeys78_x,MACCSkeys79_x,MACCSkeys80_x,MACCSkeys81_x,MACCSkeys82_x,MACCSkeys83_x,MACCSkeys84_x,MACCSkeys85_x,MACCSkeys86_x,MACCSkeys87_x,MACCSkeys88_x,MACCSkeys89_x,MACCSkeys90_x,MACCSkeys91_x,MACCSkeys92_x,MACCSkeys93_x,MACCSkeys94_x,MACCSkeys95_x,MACCSkeys96_x,MACCSkeys97_x,MACCSkeys98_x,MACCSkeys99_x,MACCSkeys100_x,MACCSkeys101_x,MACCSkeys102_x,MACCSkeys103_x,MACCSkeys104_x,MACCSkeys105_x,MACCSkeys106_x,MACCSkeys107_x,MACCSkeys108_x,MACCSkeys109_x,MACCSkeys110_x,MACCSkeys111_x,MACCSkeys112_x,MACCSkeys113_x,MACCSkeys114_x,MACCSkeys115_x,MACCSkeys116_x,MACCSkeys117_x,MACCSkeys118_x,MACCSkeys119_x,MACCSkeys120_x,MACCSkeys121_x,MACCSkeys122_x,MACCSkeys123_x,MACCSkeys124_x,MACCSkeys125_x,MACCSkeys126_x,MACCSkeys127_x,MACCSkeys128_x,MACCSkeys129_x,MACCSkeys130_x,MACCSkeys131_x,MACCSkeys132_x,MACCSkeys133_x,MACCSkeys134_x,MACCSkeys135_x,MACCSkeys136_x,MACCSkeys137_x,MACCSkeys138_x,MACCSkeys139_x,MACCSkeys140_x,MACCSkeys141_x,MACCSkeys142_x,MACCSkeys143_x,MACCSkeys144_x,MACCSkeys145_x,MACCSkeys146_x,MACCSkeys147_x,MACCSkeys148_x,MACCSkeys149_x,MACCSkeys150_x,MACCSkeys151_x,MACCSkeys152_x,MACCSkeys153_x,MACCSkeys154_x,MACCSkeys155_x,MACCSkeys156_x,MACCSkeys157_x,MACCSkeys158_x,MACCSkeys159_x,MACCSkeys160_x,MACCSkeys161_x,MACCSkeys162_x,MACCSkeys163_x,MACCSkeys164_x,MACCSkeys165_x,MACCSkeys166_x,MACCSkeys167_x,MACCSkeys1_y,MACCSkeys2_y,MACCSkeys3_y,MACCSkeys4_y,MACCSkeys5_y,MACCSkeys6_y,MACCSkeys7_y,MACCSkeys8_y,MACCSkeys9_y,MACCSkeys10_y,MACCSkeys11_y,MACCSkeys12_y,MACCSkeys13_y,MACCSkeys14_y,MACCSkeys15_y,MACCSkeys16_y,MACCSkeys17_y,MACCSkeys18_y,MACCSkeys19_y,MACCSkeys20_y,MACCSkeys21_y,MACCSkeys22_y,MACCSkeys23_y,MACCSkeys24_y,MACCSkeys25_y,MACCSkeys26_y,MACCSkeys27_y,MACCSkeys28_y,MACCSkeys29_y,MACCSkeys30_y,MACCSkeys31_y,MACCSkeys32_y,MACCSkeys33_y,MACCSkeys34_y,MACCSkeys35_y,MACCSkeys36_y,MACCSkeys37_y,MACCSkeys38_y,MACCSkeys39_y,MACCSkeys40_y,MACCSkeys41_y,MACCSkeys42_y,MACCSkeys43_y,MACCSkeys44_y,MACCSkeys45_y,MACCSkeys46_y,MACCSkeys47_y,MACCSkeys48_y,MACCSkeys49_y,MACCSkeys50_y,MACCSkeys51_y,MACCSkeys52_y,MACCSkeys53_y,MACCSkeys54_y,MACCSkeys55_y,MACCSkeys56_y,MACCSkeys57_y,MACCSkeys58_y,MACCSkeys59_y,MACCSkeys60_y,MACCSkeys61_y,MACCSkeys62_y,MACCSkeys63_y,MACCSkeys64_y,MACCSkeys65_y,MACCSkeys66_y,MACCSkeys67_y,MACCSkeys68_y,MACCSkeys69_y,MACCSkeys70_y,MACCSkeys71_y,MACCSkeys72_y,MACCSkeys73_y,MACCSkeys74_y,MACCSkeys75_y,MACCSkeys76_y,MACCSkeys77_y,MACCSkeys78_y,MACCSkeys79_y,MACCSkeys80_y,MACCSkeys81_y,MACCSkeys82_y,MACCSkeys83_y,MACCSkeys84_y,MACCSkeys85_y,MACCSkeys86_y,MACCSkeys87_y,MACCSkeys88_y,MACCSkeys89_y,MACCSkeys90_y,MACCSkeys91_y,MACCSkeys92_y,MACCSkeys93_y,MACCSkeys94_y,MACCSkeys95_y,MACCSkeys96_y,MACCSkeys97_y,MACCSkeys98_y,MACCSkeys99_y,MACCSkeys100_y,MACCSkeys101_y,MACCSkeys102_y,MACCSkeys103_y,MACCSkeys104_y,MACCSkeys105_y,MACCSkeys106_y,MACCSkeys107_y,MACCSkeys108_y,MACCSkeys109_y,MACCSkeys110_y,MACCSkeys111_y,MACCSkeys112_y,MACCSkeys113_y,MACCSkeys114_y,MACCSkeys115_y,MACCSkeys116_y,MACCSkeys117_y,MACCSkeys118_y,MACCSkeys119_y,MACCSkeys120_y,MACCSkeys121_y,MACCSkeys122_y,MACCSkeys123_y,MACCSkeys124_y,MACCSkeys125_y,MACCSkeys126_y,MACCSkeys127_y,MACCSkeys128_y,MACCSkeys129_y,MACCSkeys130_y,MACCSkeys131_y,MACCSkeys132_y,MACCSkeys133_y,MACCSkeys134_y,MACCSkeys135_y,MACCSkeys136_y,MACCSkeys137_y,MACCSkeys138_y,MACCSkeys139_y,MACCSkeys140_y,MACCSkeys141_y,MACCSkeys142_y,MACCSkeys143_y,MACCSkeys144_y,MACCSkeys145_y,MACCSkeys146_y,MACCSkeys147_y,MACCSkeys148_y,MACCSkeys149_y,MACCSkeys150_y,MACCSkeys151_y,MACCSkeys152_y,MACCSkeys153_y,MACCSkeys154_y,MACCSkeys155_y,MACCSkeys156_y,MACCSkeys157_y,MACCSkeys158_y,MACCSkeys159_y,MACCSkeys160_y,MACCSkeys161_y,MACCSkeys162_y,MACCSkeys163_y,MACCSkeys164_y,MACCSkeys165_y,MACCSkeys166_y,MACCSkeys167_y,MACCSkeys1,MACCSkeys2,MACCSkeys3,MACCSkeys4,MACCSkeys5,MACCSkeys6,MACCSkeys7,MACCSkeys8,MACCSkeys9,MACCSkeys10,MACCSkeys11,MACCSkeys12,MACCSkeys13,MACCSkeys14,MACCSkeys15,MACCSkeys16,MACCSkeys17,MACCSkeys18,MACCSkeys19,MACCSkeys20,MACCSkeys21,MACCSkeys22,MACCSkeys23,MACCSkeys24,MACCSkeys25,MACCSkeys26,MACCSkeys27,MACCSkeys28,MACCSkeys29,MACCSkeys30,MACCSkeys31,MACCSkeys32,MACCSkeys33,MACCSkeys34,MACCSkeys35,MACCSkeys36,MACCSkeys37,MACCSkeys38,MACCSkeys39,MACCSkeys40,MACCSkeys41,MACCSkeys42,MACCSkeys43,MACCSkeys44,MACCSkeys45,MACCSkeys46,MACCSkeys47,MACCSkeys48,MACCSkeys49,MACCSkeys50,MACCSkeys51,MACCSkeys52,MACCSkeys53,MACCSkeys54,MACCSkeys55,MACCSkeys56,MACCSkeys57,MACCSkeys58,MACCSkeys59,MACCSkeys60,MACCSkeys61,MACCSkeys62,MACCSkeys63,MACCSkeys64,MACCSkeys65,MACCSkeys66,MACCSkeys67,MACCSkeys68,MACCSkeys69,MACCSkeys70,MACCSkeys71,MACCSkeys72,MACCSkeys73,MACCSkeys74,MACCSkeys75,MACCSkeys76,MACCSkeys77,MACCSkeys78,MACCSkeys79,MACCSkeys80,MACCSkeys81,MACCSkeys82,MACCSkeys83,MACCSkeys84,MACCSkeys85,MACCSkeys86,MACCSkeys87,MACCSkeys88,MACCSkeys89,MACCSkeys90,MACCSkeys91,MACCSkeys92,MACCSkeys93,MACCSkeys94,MACCSkeys95,MACCSkeys96,MACCSkeys97,MACCSkeys98,MACCSkeys99,MACCSkeys100,MACCSkeys101,MACCSkeys102,MACCSkeys103,MACCSkeys104,MACCSkeys105,MACCSkeys106,MACCSkeys107,MACCSkeys108,MACCSkeys109,MACCSkeys110,MACCSkeys111,MACCSkeys112,MACCSkeys113,MACCSkeys114,MACCSkeys115,MACCSkeys116,MACCSkeys117,MACCSkeys118,MACCSkeys119,MACCSkeys120,MACCSkeys121,MACCSkeys122,MACCSkeys123,MACCSkeys124,MACCSkeys125,MACCSkeys126,MACCSkeys127,MACCSkeys128,MACCSkeys129,MACCSkeys130,MACCSkeys131,MACCSkeys132,MACCSkeys133,MACCSkeys134,MACCSkeys135,MACCSkeys136,MACCSkeys137,MACCSkeys138,MACCSkeys139,MACCSkeys140,MACCSkeys141,MACCSkeys142,MACCSkeys143,MACCSkeys144,MACCSkeys145,MACCSkeys146,MACCSkeys147,MACCSkeys148,MACCSkeys149,MACCSkeys150,MACCSkeys151,MACCSkeys152,MACCSkeys153,MACCSkeys154,MACCSkeys155,MACCSkeys156,MACCSkeys157,MACCSkeys158,MACCSkeys159,MACCSkeys160,MACCSkeys161,MACCSkeys162,MACCSkeys163,MACCSkeys164,MACCSkeys165,MACCSkeys166,MACCSkeys167
0,1,1,1,1,165.87,2223.37,-5.7906,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,2,1,1,166.8903697,2218.319819,-10.6026,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,3,3,1,1,172.5642436,2217.825997,-8.6556,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,4,4,1,1,211.3485433,2210.78491,-35.7969,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,5,5,1,1,174.6629756,2218.794147,-5.7884,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,6,6,1,1,166.26,2224.63,-9.8472,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,7,7,1,1,165.4550225,2228.284751,-7.6658,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,8,8,1,1,184.5942422,2234.942905,-10.0173,10.329,95,18.4,16.4,10.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
