expID,cone angle,TEP,calc P shift,pKa,Pauling ionic radii,Hansen-dD,Hansen-dP,Hansen-dH
384,172.55,2232.06,-76.6378,12.375,133,15.3,18,6.1
385,165.5,2225.59,-9.3867,12.375,133,15.3,18,6.1
386,174.3600174,2210.257593,8.4693,12.375,133,15.3,18,6.1
387,185.3,2206.2,65.5283,12.375,133,15.3,18,6.1
388,171.3953578,2213.980043,-31.8604,12.375,133,15.3,18,6.1
389,120.02,2219.32,-63.3,12.375,133,15.3,18,6.1
390,165.353392,2215.967354,-18.0838,12.375,133,15.3,18,6.1
391,165.87,2223.37,-5.9813,4.756,133,15.3,18,6.1
392,166.8903697,2218.319819,-11.5167,4.756,133,15.3,18,6.1
393,172.5234877,2217.505928,-9.583,4.756,133,15.3,18,6.1
394,195.29,2213.36,-34.9056,4.756,133,15.3,18,6.1
395,174.6629756,2218.794147,-5.9295,4.756,133,15.3,18,6.1
396,166.26,2224.63,-9.891,4.756,133,15.3,18,6.1
397,165.4425321,2228.123853,-7.3657,4.756,133,15.3,18,6.1
398,184.5942422,2234.942905,-7.6081,4.756,133,15.3,18,6.1
399,172.55,2232.06,-76.6378,4.756,133,15.3,18,6.1
400,165.5,2225.59,-9.3867,4.756,133,15.3,18,6.1
401,174.3600174,2210.257593,8.4693,4.756,133,15.3,18,6.1
402,185.3,2206.2,65.5283,4.756,133,15.3,18,6.1
403,171.3953578,2213.980043,-31.8604,4.756,133,15.3,18,6.1
404,120.02,2219.32,-63.3,4.756,133,15.3,18,6.1
405,165.353392,2215.967354,-18.0838,4.756,133,15.3,18,6.1
406,165.87,2223.37,-5.9813,10.329,169,15.3,18,6.1
407,166.8903697,2218.319819,-11.5167,10.329,169,15.3,18,6.1
408,172.5234877,2217.505928,-9.583,10.329,169,15.3,18,6.1
409,195.29,2213.36,-34.9056,10.329,169,15.3,18,6.1
410,174.6629756,2218.794147,-5.9295,10.329,169,15.3,18,6.1
411,166.26,2224.63,-9.891,10.329,169,15.3,18,6.1
412,165.4425321,2228.123853,-7.3657,10.329,169,15.3,18,6.1
413,184.5942422,2234.942905,-7.6081,10.329,169,15.3,18,6.1
414,172.55,2232.06,-76.6378,10.329,169,15.3,18,6.1
415,165.5,2225.59,-9.3867,10.329,169,15.3,18,6.1
416,174.3600174,2210.257593,8.4693,10.329,169,15.3,18,6.1
417,185.3,2206.2,65.5283,10.329,169,15.3,18,6.1
418,171.3953578,2213.980043,-31.8604,10.329,169,15.3,18,6.1
419,120.02,2219.32,-63.3,10.329,169,15.3,18,6.1
420,165.353392,2215.967354,-18.0838,10.329,169,15.3,18,6.1
421,165.87,2223.37,-5.9813,3.17,169,15.3,18,6.1
422,166.8903697,2218.319819,-11.5167,3.17,169,15.3,18,6.1
423,172.5234877,2217.505928,-9.583,3.17,169,15.3,18,6.1
424,195.29,2213.36,-34.9056,3.17,169,15.3,18,6.1
425,174.6629756,2218.794147,-5.9295,3.17,169,15.3,18,6.1
426,166.26,2224.63,-9.891,3.17,169,15.3,18,6.1
427,165.4425321,2228.123853,-7.3657,3.17,169,15.3,18,6.1
428,184.5942422,2234.942905,-7.6081,3.17,169,15.3,18,6.1
429,172.55,2232.06,-76.6378,3.17,169,15.3,18,6.1
430,165.5,2225.59,-9.3867,3.17,169,15.3,18,6.1
431,174.3600174,2210.257593,8.4693,3.17,169,15.3,18,6.1
432,185.3,2206.2,65.5283,3.17,169,15.3,18,6.1
433,171.3953578,2213.980043,-31.8604,3.17,169,15.3,18,6.1
434,120.02,2219.32,-63.3,3.17,169,15.3,18,6.1
435,165.353392,2215.967354,-18.0838,3.17,169,15.3,18,6.1
436,165.87,2223.37,-5.9813,13.997,322,15.3,18,6.1
437,166.8903697,2218.319819,-11.5167,13.997,322,15.3,18,6.1
438,172.5234877,2217.505928,-9.583,13.997,322,15.3,18,6.1
439,195.29,2213.36,-34.9056,13.997,322,15.3,18,6.1
440,174.6629756,2218.794147,-5.9295,13.997,322,15.3,18,6.1
441,166.26,2224.63,-9.891,13.997,322,15.3,18,6.1
442,165.4425321,2228.123853,-7.3657,13.997,322,15.3,18,6.1
443,184.5942422,2234.942905,-7.6081,13.997,322,15.3,18,6.1
444,172.55,2232.06,-76.6378,13.997,322,15.3,18,6.1
445,165.5,2225.59,-9.3867,13.997,322,15.3,18,6.1
446,174.3600174,2210.257593,8.4693,13.997,322,15.3,18,6.1
447,185.3,2206.2,65.5283,13.997,322,15.3,18,6.1
448,171.3953578,2213.980043,-31.8604,13.997,322,15.3,18,6.1
449,120.02,2219.32,-63.3,13.997,322,15.3,18,6.1
450,165.353392,2215.967354,-18.0838,13.997,322,15.3,18,6.1
451,165.87,2223.37,-5.9813,10.329,95,16,6.8,17.4
452,166.8903697,2218.319819,-11.5167,10.329,95,16,6.8,17.4
453,172.5234877,2217.505928,-9.583,10.329,95,16,6.8,17.4
454,195.29,2213.36,-34.9056,10.329,95,16,6.8,17.4
455,174.6629756,2218.794147,-5.9295,10.329,95,16,6.8,17.4
456,166.26,2224.63,-9.891,10.329,95,16,6.8,17.4
457,165.4425321,2228.123853,-7.3657,10.329,95,16,6.8,17.4
458,184.5942422,2234.942905,-7.6081,10.329,95,16,6.8,17.4
459,172.55,2232.06,-76.6378,10.329,95,16,6.8,17.4
460,165.5,2225.59,-9.3867,10.329,95,16,6.8,17.4
461,174.3600174,2210.257593,8.4693,10.329,95,16,6.8,17.4
462,185.3,2206.2,65.5283,10.329,95,16,6.8,17.4
463,171.3953578,2213.980043,-31.8604,10.329,95,16,6.8,17.4
464,120.02,2219.32,-63.3,10.329,95,16,6.8,17.4
465,165.353392,2215.967354,-18.0838,10.329,95,16,6.8,17.4
466,165.87,2223.37,-5.9813,6.351,95,16,6.8,17.4
467,166.8903697,2218.319819,-11.5167,6.351,95,16,6.8,17.4
468,172.5234877,2217.505928,-9.583,6.351,95,16,6.8,17.4
469,195.29,2213.36,-34.9056,6.351,95,16,6.8,17.4
470,174.6629756,2218.794147,-5.9295,6.351,95,16,6.8,17.4
471,166.26,2224.63,-9.891,6.351,95,16,6.8,17.4
472,165.4425321,2228.123853,-7.3657,6.351,95,16,6.8,17.4
473,184.5942422,2234.942905,-7.6081,6.351,95,16,6.8,17.4
474,172.55,2232.06,-76.6378,6.351,95,16,6.8,17.4
475,165.5,2225.59,-9.3867,6.351,95,16,6.8,17.4
476,174.3600174,2210.257593,8.4693,6.351,95,16,6.8,17.4
477,185.3,2206.2,65.5283,6.351,95,16,6.8,17.4
478,171.3953578,2213.980043,-31.8604,6.351,95,16,6.8,17.4
479,120.02,2219.32,-63.3,6.351,95,16,6.8,17.4
480,165.353392,2215.967354,-18.0838,6.351,95,16,6.8,17.4
481,165.87,2223.37,-5.9813,13.997,95,16,6.8,17.4
482,166.8903697,2218.319819,-11.5167,13.997,95,16,6.8,17.4
483,172.5234877,2217.505928,-9.583,13.997,95,16,6.8,17.4
484,195.29,2213.36,-34.9056,13.997,95,16,6.8,17.4
485,174.6629756,2218.794147,-5.9295,13.997,95,16,6.8,17.4
486,166.26,2224.63,-9.891,13.997,95,16,6.8,17.4
487,165.4425321,2228.123853,-7.3657,13.997,95,16,6.8,17.4
488,184.5942422,2234.942905,-7.6081,13.997,95,16,6.8,17.4
489,172.55,2232.06,-76.6378,13.997,95,16,6.8,17.4
490,165.5,2225.59,-9.3867,13.997,95,16,6.8,17.4
491,174.3600174,2210.257593,8.4693,13.997,95,16,6.8,17.4
492,185.3,2206.2,65.5283,13.997,95,16,6.8,17.4
493,171.3953578,2213.980043,-31.8604,13.997,95,16,6.8,17.4
494,120.02,2219.32,-63.3,13.997,95,16,6.8,17.4
495,165.353392,2215.967354,-18.0838,13.997,95,16,6.8,17.4
496,165.87,2223.37,-5.9813,10.329,133,16,6.8,17.4
497,166.8903697,2218.319819,-11.5167,10.329,133,16,6.8,17.4
498,172.5234877,2217.505928,-9.583,10.329,133,16,6.8,17.4
499,195.29,2213.36,-34.9056,10.329,133,16,6.8,17.4
500,174.6629756,2218.794147,-5.9295,10.329,133,16,6.8,17.4
501,166.26,2224.63,-9.891,10.329,133,16,6.8,17.4
502,165.4425321,2228.123853,-7.3657,10.329,133,16,6.8,17.4
503,184.5942422,2234.942905,-7.6081,10.329,133,16,6.8,17.4
504,172.55,2232.06,-76.6378,10.329,133,16,6.8,17.4
505,165.5,2225.59,-9.3867,10.329,133,16,6.8,17.4
506,174.3600174,2210.257593,8.4693,10.329,133,16,6.8,17.4
507,185.3,2206.2,65.5283,10.329,133,16,6.8,17.4
508,171.3953578,2213.980043,-31.8604,10.329,133,16,6.8,17.4
509,120.02,2219.32,-63.3,10.329,133,16,6.8,17.4
510,165.353392,2215.967354,-18.0838,10.329,133,16,6.8,17.4
511,165.87,2223.37,-5.9813,13.997,133,16,6.8,17.4
512,166.8903697,2218.319819,-11.5167,13.997,133,16,6.8,17.4
513,172.5234877,2217.505928,-9.583,13.997,133,16,6.8,17.4
514,195.29,2213.36,-34.9056,13.997,133,16,6.8,17.4
515,174.6629756,2218.794147,-5.9295,13.997,133,16,6.8,17.4
516,166.26,2224.63,-9.891,13.997,133,16,6.8,17.4
517,165.4425321,2228.123853,-7.3657,13.997,133,16,6.8,17.4
518,184.5942422,2234.942905,-7.6081,13.997,133,16,6.8,17.4
519,172.55,2232.06,-76.6378,13.997,133,16,6.8,17.4
520,165.5,2225.59,-9.3867,13.997,133,16,6.8,17.4
521,174.3600174,2210.257593,8.4693,13.997,133,16,6.8,17.4
522,185.3,2206.2,65.5283,13.997,133,16,6.8,17.4
523,171.3953578,2213.980043,-31.8604,13.997,133,16,6.8,17.4
524,120.02,2219.32,-63.3,13.997,133,16,6.8,17.4
525,165.353392,2215.967354,-18.0838,13.997,133,16,6.8,17.4
526,165.87,2223.37,-5.9813,12.375,133,16,6.8,17.4
527,166.8903697,2218.319819,-11.5167,12.375,133,16,6.8,17.4
528,172.5234877,2217.505928,-9.583,12.375,133,16,6.8,17.4
529,195.29,2213.36,-34.9056,12.375,133,16,6.8,17.4
530,174.6629756,2218.794147,-5.9295,12.375,133,16,6.8,17.4
531,166.26,2224.63,-9.891,12.375,133,16,6.8,17.4
532,165.4425321,2228.123853,-7.3657,12.375,133,16,6.8,17.4
533,184.5942422,2234.942905,-7.6081,12.375,133,16,6.8,17.4
534,172.55,2232.06,-76.6378,12.375,133,16,6.8,17.4
535,165.5,2225.59,-9.3867,12.375,133,16,6.8,17.4
536,174.3600174,2210.257593,8.4693,12.375,133,16,6.8,17.4
537,185.3,2206.2,65.5283,12.375,133,16,6.8,17.4
538,171.3953578,2213.980043,-31.8604,12.375,133,16,6.8,17.4
539,120.02,2219.32,-63.3,12.375,133,16,6.8,17.4
540,165.353392,2215.967354,-18.0838,12.375,133,16,6.8,17.4
541,165.87,2223.37,-5.9813,4.756,133,16,6.8,17.4
542,166.8903697,2218.319819,-11.5167,4.756,133,16,6.8,17.4
543,172.5234877,2217.505928,-9.583,4.756,133,16,6.8,17.4
544,195.29,2213.36,-34.9056,4.756,133,16,6.8,17.4
545,174.6629756,2218.794147,-5.9295,4.756,133,16,6.8,17.4
546,166.26,2224.63,-9.891,4.756,133,16,6.8,17.4
547,165.4425321,2228.123853,-7.3657,4.756,133,16,6.8,17.4
548,184.5942422,2234.942905,-7.6081,4.756,133,16,6.8,17.4
549,172.55,2232.06,-76.6378,4.756,133,16,6.8,17.4
550,165.5,2225.59,-9.3867,4.756,133,16,6.8,17.4
551,174.3600174,2210.257593,8.4693,4.756,133,16,6.8,17.4
552,185.3,2206.2,65.5283,4.756,133,16,6.8,17.4
553,171.3953578,2213.980043,-31.8604,4.756,133,16,6.8,17.4
554,120.02,2219.32,-63.3,4.756,133,16,6.8,17.4
555,165.353392,2215.967354,-18.0838,4.756,133,16,6.8,17.4
556,165.87,2223.37,-5.9813,10.329,169,16,6.8,17.4
557,166.8903697,2218.319819,-11.5167,10.329,169,16,6.8,17.4
558,172.5234877,2217.505928,-9.583,10.329,169,16,6.8,17.4
559,195.29,2213.36,-34.9056,10.329,169,16,6.8,17.4
560,174.6629756,2218.794147,-5.9295,10.329,169,16,6.8,17.4
561,166.26,2224.63,-9.891,10.329,169,16,6.8,17.4
562,165.4425321,2228.123853,-7.3657,10.329,169,16,6.8,17.4
563,184.5942422,2234.942905,-7.6081,10.329,169,16,6.8,17.4
564,172.55,2232.06,-76.6378,10.329,169,16,6.8,17.4
565,165.5,2225.59,-9.3867,10.329,169,16,6.8,17.4
566,174.3600174,2210.257593,8.4693,10.329,169,16,6.8,17.4
567,185.3,2206.2,65.5283,10.329,169,16,6.8,17.4
568,171.3953578,2213.980043,-31.8604,10.329,169,16,6.8,17.4
569,120.02,2219.32,-63.3,10.329,169,16,6.8,17.4
570,165.353392,2215.967354,-18.0838,10.329,169,16,6.8,17.4
571,165.87,2223.37,-5.9813,3.17,169,16,6.8,17.4
572,166.8903697,2218.319819,-11.5167,3.17,169,16,6.8,17.4
573,172.5234877,2217.505928,-9.583,3.17,169,16,6.8,17.4
574,195.29,2213.36,-34.9056,3.17,169,16,6.8,17.4
575,174.6629756,2218.794147,-5.9295,3.17,169,16,6.8,17.4
576,166.26,2224.63,-9.891,3.17,169,16,6.8,17.4
577,165.4425321,2228.123853,-7.3657,3.17,169,16,6.8,17.4
578,184.5942422,2234.942905,-7.6081,3.17,169,16,6.8,17.4
579,172.55,2232.06,-76.6378,3.17,169,16,6.8,17.4
580,165.5,2225.59,-9.3867,3.17,169,16,6.8,17.4
581,174.3600174,2210.257593,8.4693,3.17,169,16,6.8,17.4
582,185.3,2206.2,65.5283,3.17,169,16,6.8,17.4
583,171.3953578,2213.980043,-31.8604,3.17,169,16,6.8,17.4
584,120.02,2219.32,-63.3,3.17,169,16,6.8,17.4
585,165.353392,2215.967354,-18.0838,3.17,169,16,6.8,17.4
586,165.87,2223.37,-5.9813,13.997,322,16,6.8,17.4
587,166.8903697,2218.319819,-11.5167,13.997,322,16,6.8,17.4
588,172.5234877,2217.505928,-9.583,13.997,322,16,6.8,17.4
589,195.29,2213.36,-34.9056,13.997,322,16,6.8,17.4
590,174.6629756,2218.794147,-5.9295,13.997,322,16,6.8,17.4
591,166.26,2224.63,-9.891,13.997,322,16,6.8,17.4
592,165.4425321,2228.123853,-7.3657,13.997,322,16,6.8,17.4
593,184.5942422,2234.942905,-7.6081,13.997,322,16,6.8,17.4
594,172.55,2232.06,-76.6378,13.997,322,16,6.8,17.4
595,165.5,2225.59,-9.3867,13.997,322,16,6.8,17.4
596,174.3600174,2210.257593,8.4693,13.997,322,16,6.8,17.4
597,185.3,2206.2,65.5283,13.997,322,16,6.8,17.4
598,171.3953578,2213.980043,-31.8604,13.997,322,16,6.8,17.4
599,120.02,2219.32,-63.3,13.997,322,16,6.8,17.4
600,165.353392,2215.967354,-18.0838,13.997,322,16,6.8,17.4
601,165.87,2223.37,-5.9813,10.329,95,19,7.4,4.1
602,166.8903697,2218.319819,-11.5167,10.329,95,19,7.4,4.1
603,172.5234877,2217.505928,-9.583,10.329,95,19,7.4,4.1
604,195.29,2213.36,-34.9056,10.329,95,19,7.4,4.1
605,174.6629756,2218.794147,-5.9295,10.329,95,19,7.4,4.1
606,166.26,2224.63,-9.891,10.329,95,19,7.4,4.1
607,165.4425321,2228.123853,-7.3657,10.329,95,19,7.4,4.1
608,184.5942422,2234.942905,-7.6081,10.329,95,19,7.4,4.1
609,172.55,2232.06,-76.6378,10.329,95,19,7.4,4.1
610,165.5,2225.59,-9.3867,10.329,95,19,7.4,4.1
611,174.3600174,2210.257593,8.4693,10.329,95,19,7.4,4.1
612,185.3,2206.2,65.5283,10.329,95,19,7.4,4.1
613,171.3953578,2213.980043,-31.8604,10.329,95,19,7.4,4.1
614,120.02,2219.32,-63.3,10.329,95,19,7.4,4.1
615,165.353392,2215.967354,-18.0838,10.329,95,19,7.4,4.1
616,165.87,2223.37,-5.9813,6.351,95,19,7.4,4.1
617,166.8903697,2218.319819,-11.5167,6.351,95,19,7.4,4.1
618,172.5234877,2217.505928,-9.583,6.351,95,19,7.4,4.1
619,195.29,2213.36,-34.9056,6.351,95,19,7.4,4.1
620,174.6629756,2218.794147,-5.9295,6.351,95,19,7.4,4.1
621,166.26,2224.63,-9.891,6.351,95,19,7.4,4.1
622,165.4425321,2228.123853,-7.3657,6.351,95,19,7.4,4.1
623,184.5942422,2234.942905,-7.6081,6.351,95,19,7.4,4.1
624,172.55,2232.06,-76.6378,6.351,95,19,7.4,4.1
625,165.5,2225.59,-9.3867,6.351,95,19,7.4,4.1
626,174.3600174,2210.257593,8.4693,6.351,95,19,7.4,4.1
627,185.3,2206.2,65.5283,6.351,95,19,7.4,4.1
628,171.3953578,2213.980043,-31.8604,6.351,95,19,7.4,4.1
629,120.02,2219.32,-63.3,6.351,95,19,7.4,4.1
630,165.353392,2215.967354,-18.0838,6.351,95,19,7.4,4.1
631,165.87,2223.37,-5.9813,13.997,95,19,7.4,4.1
632,166.8903697,2218.319819,-11.5167,13.997,95,19,7.4,4.1
633,172.5234877,2217.505928,-9.583,13.997,95,19,7.4,4.1
634,195.29,2213.36,-34.9056,13.997,95,19,7.4,4.1
635,174.6629756,2218.794147,-5.9295,13.997,95,19,7.4,4.1
636,166.26,2224.63,-9.891,13.997,95,19,7.4,4.1
637,165.4425321,2228.123853,-7.3657,13.997,95,19,7.4,4.1
638,184.5942422,2234.942905,-7.6081,13.997,95,19,7.4,4.1
639,172.55,2232.06,-76.6378,13.997,95,19,7.4,4.1
640,165.5,2225.59,-9.3867,13.997,95,19,7.4,4.1
641,174.3600174,2210.257593,8.4693,13.997,95,19,7.4,4.1
642,185.3,2206.2,65.5283,13.997,95,19,7.4,4.1
643,171.3953578,2213.980043,-31.8604,13.997,95,19,7.4,4.1
644,120.02,2219.32,-63.3,13.997,95,19,7.4,4.1
645,165.353392,2215.967354,-18.0838,13.997,95,19,7.4,4.1
646,165.87,2223.37,-5.9813,10.329,133,19,7.4,4.1
647,166.8903697,2218.319819,-11.5167,10.329,133,19,7.4,4.1
648,172.5234877,2217.505928,-9.583,10.329,133,19,7.4,4.1
649,195.29,2213.36,-34.9056,10.329,133,19,7.4,4.1
650,174.6629756,2218.794147,-5.9295,10.329,133,19,7.4,4.1
651,166.26,2224.63,-9.891,10.329,133,19,7.4,4.1
652,165.4425321,2228.123853,-7.3657,10.329,133,19,7.4,4.1
653,184.5942422,2234.942905,-7.6081,10.329,133,19,7.4,4.1
654,172.55,2232.06,-76.6378,10.329,133,19,7.4,4.1
655,165.5,2225.59,-9.3867,10.329,133,19,7.4,4.1
656,174.3600174,2210.257593,8.4693,10.329,133,19,7.4,4.1
657,185.3,2206.2,65.5283,10.329,133,19,7.4,4.1
658,171.3953578,2213.980043,-31.8604,10.329,133,19,7.4,4.1
659,120.02,2219.32,-63.3,10.329,133,19,7.4,4.1
660,165.353392,2215.967354,-18.0838,10.329,133,19,7.4,4.1
661,165.87,2223.37,-5.9813,13.997,133,19,7.4,4.1
662,166.8903697,2218.319819,-11.5167,13.997,133,19,7.4,4.1
663,172.5234877,2217.505928,-9.583,13.997,133,19,7.4,4.1
664,195.29,2213.36,-34.9056,13.997,133,19,7.4,4.1
665,174.6629756,2218.794147,-5.9295,13.997,133,19,7.4,4.1
666,166.26,2224.63,-9.891,13.997,133,19,7.4,4.1
667,165.4425321,2228.123853,-7.3657,13.997,133,19,7.4,4.1
668,184.5942422,2234.942905,-7.6081,13.997,133,19,7.4,4.1
669,172.55,2232.06,-76.6378,13.997,133,19,7.4,4.1
670,165.5,2225.59,-9.3867,13.997,133,19,7.4,4.1
671,174.3600174,2210.257593,8.4693,13.997,133,19,7.4,4.1
672,185.3,2206.2,65.5283,13.997,133,19,7.4,4.1
673,171.3953578,2213.980043,-31.8604,13.997,133,19,7.4,4.1
674,120.02,2219.32,-63.3,13.997,133,19,7.4,4.1
675,165.353392,2215.967354,-18.0838,13.997,133,19,7.4,4.1
676,165.87,2223.37,-5.9813,12.375,133,19,7.4,4.1
677,166.8903697,2218.319819,-11.5167,12.375,133,19,7.4,4.1
678,172.5234877,2217.505928,-9.583,12.375,133,19,7.4,4.1
679,195.29,2213.36,-34.9056,12.375,133,19,7.4,4.1
680,174.6629756,2218.794147,-5.9295,12.375,133,19,7.4,4.1
681,166.26,2224.63,-9.891,12.375,133,19,7.4,4.1
682,165.4425321,2228.123853,-7.3657,12.375,133,19,7.4,4.1
683,184.5942422,2234.942905,-7.6081,12.375,133,19,7.4,4.1
684,172.55,2232.06,-76.6378,12.375,133,19,7.4,4.1
685,165.5,2225.59,-9.3867,12.375,133,19,7.4,4.1
686,174.3600174,2210.257593,8.4693,12.375,133,19,7.4,4.1
687,185.3,2206.2,65.5283,12.375,133,19,7.4,4.1
688,171.3953578,2213.980043,-31.8604,12.375,133,19,7.4,4.1
689,120.02,2219.32,-63.3,12.375,133,19,7.4,4.1
690,165.353392,2215.967354,-18.0838,12.375,133,19,7.4,4.1
691,165.87,2223.37,-5.9813,4.756,133,19,7.4,4.1
692,166.8903697,2218.319819,-11.5167,4.756,133,19,7.4,4.1
693,172.5234877,2217.505928,-9.583,4.756,133,19,7.4,4.1
694,195.29,2213.36,-34.9056,4.756,133,19,7.4,4.1
695,174.6629756,2218.794147,-5.9295,4.756,133,19,7.4,4.1
696,166.26,2224.63,-9.891,4.756,133,19,7.4,4.1
697,165.4425321,2228.123853,-7.3657,4.756,133,19,7.4,4.1
698,184.5942422,2234.942905,-7.6081,4.756,133,19,7.4,4.1
699,172.55,2232.06,-76.6378,4.756,133,19,7.4,4.1
700,165.5,2225.59,-9.3867,4.756,133,19,7.4,4.1
701,174.3600174,2210.257593,8.4693,4.756,133,19,7.4,4.1
702,185.3,2206.2,65.5283,4.756,133,19,7.4,4.1
703,171.3953578,2213.980043,-31.8604,4.756,133,19,7.4,4.1
704,120.02,2219.32,-63.3,4.756,133,19,7.4,4.1
705,165.353392,2215.967354,-18.0838,4.756,133,19,7.4,4.1
706,165.87,2223.37,-5.9813,10.329,169,19,7.4,4.1
707,166.8903697,2218.319819,-11.5167,10.329,169,19,7.4,4.1
708,172.5234877,2217.505928,-9.583,10.329,169,19,7.4,4.1
709,195.29,2213.36,-34.9056,10.329,169,19,7.4,4.1
710,174.6629756,2218.794147,-5.9295,10.329,169,19,7.4,4.1
711,166.26,2224.63,-9.891,10.329,169,19,7.4,4.1
712,165.4425321,2228.123853,-7.3657,10.329,169,19,7.4,4.1
713,184.5942422,2234.942905,-7.6081,10.329,169,19,7.4,4.1
714,172.55,2232.06,-76.6378,10.329,169,19,7.4,4.1
715,165.5,2225.59,-9.3867,10.329,169,19,7.4,4.1
716,174.3600174,2210.257593,8.4693,10.329,169,19,7.4,4.1
717,185.3,2206.2,65.5283,10.329,169,19,7.4,4.1
718,171.3953578,2213.980043,-31.8604,10.329,169,19,7.4,4.1
719,120.02,2219.32,-63.3,10.329,169,19,7.4,4.1
720,165.353392,2215.967354,-18.0838,10.329,169,19,7.4,4.1
721,165.87,2223.37,-5.9813,3.17,169,19,7.4,4.1
722,166.8903697,2218.319819,-11.5167,3.17,169,19,7.4,4.1
723,172.5234877,2217.505928,-9.583,3.17,169,19,7.4,4.1
724,195.29,2213.36,-34.9056,3.17,169,19,7.4,4.1
725,174.6629756,2218.794147,-5.9295,3.17,169,19,7.4,4.1
726,166.26,2224.63,-9.891,3.17,169,19,7.4,4.1
727,165.4425321,2228.123853,-7.3657,3.17,169,19,7.4,4.1
728,184.5942422,2234.942905,-7.6081,3.17,169,19,7.4,4.1
729,172.55,2232.06,-76.6378,3.17,169,19,7.4,4.1
730,165.5,2225.59,-9.3867,3.17,169,19,7.4,4.1
731,174.3600174,2210.257593,8.4693,3.17,169,19,7.4,4.1
732,185.3,2206.2,65.5283,3.17,169,19,7.4,4.1
733,171.3953578,2213.980043,-31.8604,3.17,169,19,7.4,4.1
734,120.02,2219.32,-63.3,3.17,169,19,7.4,4.1
735,165.353392,2215.967354,-18.0838,3.17,169,19,7.4,4.1
736,165.87,2223.37,-5.9813,13.997,322,19,7.4,4.1
737,166.8903697,2218.319819,-11.5167,13.997,322,19,7.4,4.1
738,172.5234877,2217.505928,-9.583,13.997,322,19,7.4,4.1
739,195.29,2213.36,-34.9056,13.997,322,19,7.4,4.1
740,174.6629756,2218.794147,-5.9295,13.997,322,19,7.4,4.1
741,166.26,2224.63,-9.891,13.997,322,19,7.4,4.1
742,165.4425321,2228.123853,-7.3657,13.997,322,19,7.4,4.1
743,184.5942422,2234.942905,-7.6081,13.997,322,19,7.4,4.1
744,172.55,2232.06,-76.6378,13.997,322,19,7.4,4.1
745,165.5,2225.59,-9.3867,13.997,322,19,7.4,4.1
746,174.3600174,2210.257593,8.4693,13.997,322,19,7.4,4.1
747,185.3,2206.2,65.5283,13.997,322,19,7.4,4.1
748,171.3953578,2213.980043,-31.8604,13.997,322,19,7.4,4.1
749,120.02,2219.32,-63.3,13.997,322,19,7.4,4.1
750,165.353392,2215.967354,-18.0838,13.997,322,19,7.4,4.1
751,165.87,2223.37,-5.9813,10.329,95,17.5,8.8,0
752,166.8903697,2218.319819,-11.5167,10.329,95,17.5,8.8,0
753,172.5234877,2217.505928,-9.583,10.329,95,17.5,8.8,0
754,195.29,2213.36,-34.9056,10.329,95,17.5,8.8,0
755,174.6629756,2218.794147,-5.9295,10.329,95,17.5,8.8,0
756,166.26,2224.63,-9.891,10.329,95,17.5,8.8,0
757,165.4425321,2228.123853,-7.3657,10.329,95,17.5,8.8,0
758,184.5942422,2234.942905,-7.6081,10.329,95,17.5,8.8,0
759,172.55,2232.06,-76.6378,10.329,95,17.5,8.8,0
760,165.5,2225.59,-9.3867,10.329,95,17.5,8.8,0
761,174.3600174,2210.257593,8.4693,10.329,95,17.5,8.8,0
762,185.3,2206.2,65.5283,10.329,95,17.5,8.8,0
763,171.3953578,2213.980043,-31.8604,10.329,95,17.5,8.8,0
764,120.02,2219.32,-63.3,10.329,95,17.5,8.8,0
765,165.353392,2215.967354,-18.0838,10.329,95,17.5,8.8,0
766,165.87,2223.37,-5.9813,6.351,95,17.5,8.8,0
767,166.8903697,2218.319819,-11.5167,6.351,95,17.5,8.8,0
768,172.5234877,2217.505928,-9.583,6.351,95,17.5,8.8,0
769,195.29,2213.36,-34.9056,6.351,95,17.5,8.8,0
770,174.6629756,2218.794147,-5.9295,6.351,95,17.5,8.8,0
771,166.26,2224.63,-9.891,6.351,95,17.5,8.8,0
772,165.4425321,2228.123853,-7.3657,6.351,95,17.5,8.8,0
773,184.5942422,2234.942905,-7.6081,6.351,95,17.5,8.8,0
774,172.55,2232.06,-76.6378,6.351,95,17.5,8.8,0
775,165.5,2225.59,-9.3867,6.351,95,17.5,8.8,0
776,174.3600174,2210.257593,8.4693,6.351,95,17.5,8.8,0
777,185.3,2206.2,65.5283,6.351,95,17.5,8.8,0
778,171.3953578,2213.980043,-31.8604,6.351,95,17.5,8.8,0
779,120.02,2219.32,-63.3,6.351,95,17.5,8.8,0
780,165.353392,2215.967354,-18.0838,6.351,95,17.5,8.8,0
781,165.87,2223.37,-5.9813,13.997,95,17.5,8.8,0
782,166.8903697,2218.319819,-11.5167,13.997,95,17.5,8.8,0
783,172.5234877,2217.505928,-9.583,13.997,95,17.5,8.8,0
784,195.29,2213.36,-34.9056,13.997,95,17.5,8.8,0
785,174.6629756,2218.794147,-5.9295,13.997,95,17.5,8.8,0
786,166.26,2224.63,-9.891,13.997,95,17.5,8.8,0
787,165.4425321,2228.123853,-7.3657,13.997,95,17.5,8.8,0
788,184.5942422,2234.942905,-7.6081,13.997,95,17.5,8.8,0
789,172.55,2232.06,-76.6378,13.997,95,17.5,8.8,0
790,165.5,2225.59,-9.3867,13.997,95,17.5,8.8,0
