expID,cone angle,TEP,calc P shift,pKa,Pauling ionic radii,Hansen-dD,Hansen-dP,Hansen-dH
791,174.3600174,2210.257593,8.4693,13.997,95,17.5,8.8,0
792,185.3,2206.2,65.5283,13.997,95,17.5,8.8,0
793,171.3953578,2213.980043,-31.8604,13.997,95,17.5,8.8,0
794,120.02,2219.32,-63.3,13.997,95,17.5,8.8,0
795,165.353392,2215.967354,-18.0838,13.997,95,17.5,8.8,0
796,165.87,2223.37,-5.9813,10.329,133,17.5,8.8,0
797,166.8903697,2218.319819,-11.5167,10.329,133,17.5,8.8,0
798,172.5234877,2217.505928,-9.583,10.329,133,17.5,8.8,0
799,195.29,2213.36,-34.9056,10.329,133,17.5,8.8,0
800,174.6629756,2218.794147,-5.9295,10.329,133,17.5,8.8,0
801,166.26,2224.63,-9.891,10.329,133,17.5,8.8,0
802,165.4425321,2228.123853,-7.3657,10.329,133,17.5,8.8,0
803,184.5942422,2234.942905,-7.6081,10.329,133,17.5,8.8,0
804,172.55,2232.06,-76.6378,10.329,133,17.5,8.8,0
805,165.5,2225.59,-9.3867,10.329,133,17.5,8.8,0
806,174.3600174,2210.257593,8.4693,10.329,133,17.5,8.8,0
807,185.3,2206.2,65.5283,10.329,133,17.5,8.8,0
808,171.3953578,2213.980043,-31.8604,10.329,133,17.5,8.8,0
809,120.02,2219.32,-63.3,10.329,133,17.5,8.8,0
810,165.353392,2215.967354,-18.0838,10.329,133,17.5,8.8,0
811,165.87,2223.37,-5.9813,13.997,133,17.5,8.8,0
812,166.8903697,2218.319819,-11.5167,13.997,133,17.5,8.8,0
813,172.5234877,2217.505928,-9.583,13.997,133,17.5,8.8,0
814,195.29,2213.36,-34.9056,13.997,133,17.5,8.8,0
815,174.6629756,2218.794147,-5.9295,13.997,133,17.5,8.8,0
816,166.26,2224.63,-9.891,13.997,133,17.5,8.8,0
817,165.4425321,2228.123853,-7.3657,13.997,133,17.5,8.8,0
818,184.5942422,2234.942905,-7.6081,13.997,133,17.5,8.8,0
819,172.55,2232.06,-76.6378,13.997,133,17.5,8.8,0
820,165.5,2225.59,-9.3867,13.997,133,17.5,8.8,0
821,174.3600174,2210.257593,8.4693,13.997,133,17.5,8.8,0
822,185.3,2206.2,65.5283,13.997,133,17.5,8.8,0
823,171.3953578,2213.980043,-31.8604,13.997,133,17.5,8.8,0
824,120.02,2219.32,-63.3,13.997,133,17.5,8.8,0
825,165.353392,2215.967354,-18.0838,13.997,133,17.5,8.8,0
826,165.87,2223.37,-5.9813,12.375,133,17.5,8.8,0
827,166.8903697,2218.319819,-11.5167,12.375,133,17.5,8.8,0
828,172.5234877,2217.505928,-9.583,12.375,133,17.5,8.8,0
829,195.29,2213.36,-34.9056,12.375,133,17.5,8.8,0
830,174.6629756,2218.794147,-5.9295,12.375,133,17.5,8.8,0
831,166.26,2224.63,-9.891,12.375,133,17.5,8.8,0
832,165.4425321,2228.123853,-7.3657,12.375,133,17.5,8.8,0
833,184.5942422,2234.942905,-7.6081,12.375,133,17.5,8.8,0
834,172.55,2232.06,-76.6378,12.375,133,17.5,8.8,0
835,165.5,2225.59,-9.3867,12.375,133,17.5,8.8,0
836,174.3600174,2210.257593,8.4693,12.375,133,17.5,8.8,0
837,185.3,2206.2,65.5283,12.375,133,17.5,8.8,0
838,171.3953578,2213.980043,-31.8604,12.375,133,17.5,8.8,0
839,120.02,2219.32,-63.3,12.375,133,17.5,8.8,0
840,165.353392,2215.967354,-18.0838,12.375,133,17.5,8.8,0
841,165.87,2223.37,-5.9813,4.756,133,17.5,8.8,0
842,166.8903697,2218.319819,-11.5167,4.756,133,17.5,8.8,0
843,172.5234877,2217.505928,-9.583,4.756,133,17.5,8.8,0
844,195.29,2213.36,-34.9056,4.756,133,17.5,8.8,0
845,174.6629756,2218.794147,-5.9295,4.756,133,17.5,8.8,0
846,166.26,2224.63,-9.891,4.756,133,17.5,8.8,0
847,165.4425321,2228.123853,-7.3657,4.756,133,17.5,8.8,0
848,184.5942422,2234.942905,-7.6081,4.756,133,17.5,8.8,0
849,172.55,2232.06,-76.6378,4.756,133,17.5,8.8,0
850,165.5,2225.59,-9.3867,4.756,133,17.5,8.8,0
851,174.3600174,2210.257593,8.4693,4.756,133,17.5,8.8,0
852,185.3,2206.2,65.5283,4.756,133,17.5,8.8,0
853,171.3953578,2213.980043,-31.8604,4.756,133,17.5,8.8,0
854,120.02,2219.32,-63.3,4.756,133,17.5,8.8,0
855,165.353392,2215.967354,-18.0838,4.756,133,17.5,8.8,0
856,165.87,2223.37,-5.9813,10.329,169,17.5,8.8,0
857,166.8903697,2218.319819,-11.5167,10.329,169,17.5,8.8,0
858,172.5234877,2217.505928,-9.583,10.329,169,17.5,8.8,0
859,195.29,2213.36,-34.9056,10.329,169,17.5,8.8,0
860,174.6629756,2218.794147,-5.9295,10.329,169,17.5,8.8,0
861,166.26,2224.63,-9.891,10.329,169,17.5,8.8,0
862,165.4425321,2228.123853,-7.3657,10.329,169,17.5,8.8,0
863,184.5942422,2234.942905,-7.6081,10.329,169,17.5,8.8,0
864,172.55,2232.06,-76.6378,10.329,169,17.5,8.8,0
865,165.5,2225.59,-9.3867,10.329,169,17.5,8.8,0
866,174.3600174,2210.257593,8.4693,10.329,169,17.5,8.8,0
867,185.3,2206.2,65.5283,10.329,169,17.5,8.8,0
868,171.3953578,2213.980043,-31.8604,10.329,169,17.5,8.8,0
869,120.02,2219.32,-63.3,10.329,169,17.5,8.8,0
870,165.353392,2215.967354,-18.0838,10.329,169,17.5,8.8,0
871,165.87,2223.37,-5.9813,3.17,169,17.5,8.8,0
872,166.8903697,2218.319819,-11.5167,3.17,169,17.5,8.8,0
873,172.5234877,2217.505928,-9.583,3.17,169,17.5,8.8,0
874,195.29,2213.36,-34.9056,3.17,169,17.5,8.8,0
875,174.6629756,2218.794147,-5.9295,3.17,169,17.5,8.8,0
876,166.26,2224.63,-9.891,3.17,169,17.5,8.8,0
877,165.4425321,2228.123853,-7.3657,3.17,169,17.5,8.8,0
878,184.5942422,2234.942905,-7.6081,3.17,169,17.5,8.8,0
879,172.55,2232.06,-76.6378,3.17,169,17.5,8.8,0
880,165.5,2225.59,-9.3867,3.17,169,17.5,8.8,0
881,174.3600174,2210.257593,8.4693,3.17,169,17.5,8.8,0
882,185.3,2206.2,65.5283,3.17,169,17.5,8.8,0
883,171.3953578,2213.980043,-31.8604,3.17,169,17.5,8.8,0
884,120.02,2219.32,-63.3,3.17,169,17.5,8.8,0
885,165.353392,2215.967354,-18.0838,3.17,169,17.5,8.8,0
886,165.87,2223.37,-5.9813,13.997,322,17.5,8.8,0
887,166.8903697,2218.319819,-11.5167,13.997,322,17.5,8.8,0
888,172.5234877,2217.505928,-9.583,13.997,322,17.5,8.8,0
889,195.29,2213.36,-34.9056,13.997,322,17.5,8.8,0
890,174.6629756,2218.794147,-5.9295,13.997,322,17.5,8.8,0
891,166.26,2224.63,-9.891,13.997,322,17.5,8.8,0
892,165.4425321,2228.123853,-7.3657,13.997,322,17.5,8.8,0
893,184.5942422,2234.942905,-7.6081,13.997,322,17.5,8.8,0
894,172.55,2232.06,-76.6378,13.997,322,17.5,8.8,0
895,165.5,2225.59,-9.3867,13.997,322,17.5,8.8,0
896,174.3600174,2210.257593,8.4693,13.997,322,17.5,8.8,0
897,185.3,2206.2,65.5283,13.997,322,17.5,8.8,0
898,171.3953578,2213.980043,-31.8604,13.997,322,17.5,8.8,0
899,120.02,2219.32,-63.3,13.997,322,17.5,8.8,0
900,165.353392,2215.967354,-18.0838,13.997,322,17.5,8.8,0
901,165.87,2223.37,-5.9813,10.329,95,15.8,3.7,6.3
902,166.8903697,2218.319819,-11.5167,10.329,95,15.8,3.7,6.3
903,172.5234877,2217.505928,-9.583,10.329,95,15.8,3.7,6.3
904,195.29,2213.36,-34.9056,10.329,95,15.8,3.7,6.3
905,174.6629756,2218.794147,-5.9295,10.329,95,15.8,3.7,6.3
906,166.26,2224.63,-9.891,10.329,95,15.8,3.7,6.3
907,165.4425321,2228.123853,-7.3657,10.329,95,15.8,3.7,6.3
908,184.5942422,2234.942905,-7.6081,10.329,95,15.8,3.7,6.3
909,172.55,2232.06,-76.6378,10.329,95,15.8,3.7,6.3
910,165.5,2225.59,-9.3867,10.329,95,15.8,3.7,6.3
911,174.3600174,2210.257593,8.4693,10.329,95,15.8,3.7,6.3
912,185.3,2206.2,65.5283,10.329,95,15.8,3.7,6.3
913,171.3953578,2213.980043,-31.8604,10.329,95,15.8,3.7,6.3
914,120.02,2219.32,-63.3,10.329,95,15.8,3.7,6.3
915,165.353392,2215.967354,-18.0838,10.329,95,15.8,3.7,6.3
916,165.87,2223.37,-5.9813,6.351,95,15.8,3.7,6.3
917,166.8903697,2218.319819,-11.5167,6.351,95,15.8,3.7,6.3
918,172.5234877,2217.505928,-9.583,6.351,95,15.8,3.7,6.3
919,195.29,2213.36,-34.9056,6.351,95,15.8,3.7,6.3
920,174.6629756,2218.794147,-5.9295,6.351,95,15.8,3.7,6.3
921,166.26,2224.63,-9.891,6.351,95,15.8,3.7,6.3
922,165.4425321,2228.123853,-7.3657,6.351,95,15.8,3.7,6.3
923,184.5942422,2234.942905,-7.6081,6.351,95,15.8,3.7,6.3
924,172.55,2232.06,-76.6378,6.351,95,15.8,3.7,6.3
925,165.5,2225.59,-9.3867,6.351,95,15.8,3.7,6.3
926,174.3600174,2210.257593,8.4693,6.351,95,15.8,3.7,6.3
927,185.3,2206.2,65.5283,6.351,95,15.8,3.7,6.3
928,171.3953578,2213.980043,-31.8604,6.351,95,15.8,3.7,6.3
929,120.02,2219.32,-63.3,6.351,95,15.8,3.7,6.3
930,165.353392,2215.967354,-18.0838,6.351,95,15.8,3.7,6.3
931,165.87,2223.37,-5.9813,13.997,95,15.8,3.7,6.3
932,166.8903697,2218.319819,-11.5167,13.997,95,15.8,3.7,6.3
933,172.5234877,2217.505928,-9.583,13.997,95,15.8,3.7,6.3
934,195.29,2213.36,-34.9056,13.997,95,15.8,3.7,6.3
935,174.6629756,2218.794147,-5.9295,13.997,95,15.8,3.7,6.3
936,166.26,2224.63,-9.891,13.997,95,15.8,3.7,6.3
937,165.4425321,2228.123853,-7.3657,13.997,95,15.8,3.7,6.3
938,184.5942422,2234.942905,-7.6081,13.997,95,15.8,3.7,6.3
939,172.55,2232.06,-76.6378,13.997,95,15.8,3.7,6.3
940,165.5,2225.59,-9.3867,13.997,95,15.8,3.7,6.3
941,174.3600174,2210.257593,8.4693,13.997,95,15.8,3.7,6.3
942,185.3,2206.2,65.5283,13.997,95,15.8,3.7,6.3
943,171.3953578,2213.980043,-31.8604,13.997,95,15.8,3.7,6.3
944,120.02,2219.32,-63.3,13.997,95,15.8,3.7,6.3
945,165.353392,2215.967354,-18.0838,13.997,95,15.8,3.7,6.3
946,165.87,2223.37,-5.9813,10.329,133,15.8,3.7,6.3
947,166.8903697,2218.319819,-11.5167,10.329,133,15.8,3.7,6.3
948,172.5234877,2217.505928,-9.583,10.329,133,15.8,3.7,6.3
949,195.29,2213.36,-34.9056,10.329,133,15.8,3.7,6.3
950,174.6629756,2218.794147,-5.9295,10.329,133,15.8,3.7,6.3
951,166.26,2224.63,-9.891,10.329,133,15.8,3.7,6.3
952,165.4425321,2228.123853,-7.3657,10.329,133,15.8,3.7,6.3
953,184.5942422,2234.942905,-7.6081,10.329,133,15.8,3.7,6.3
954,172.55,2232.06,-76.6378,10.329,133,15.8,3.7,6.3
955,165.5,2225.59,-9.3867,10.329,133,15.8,3.7,6.3
956,174.3600174,2210.257593,8.4693,10.329,133,15.8,3.7,6.3
957,185.3,2206.2,65.5283,10.329,133,15.8,3.7,6.3
958,171.3953578,2213.980043,-31.8604,10.329,133,15.8,3.7,6.3
959,120.02,2219.32,-63.3,10.329,133,15.8,3.7,6.3
960,165.353392,2215.967354,-18.0838,10.329,133,15.8,3.7,6.3
961,165.87,2223.37,-5.9813,13.997,133,15.8,3.7,6.3
962,166.8903697,2218.319819,-11.5167,13.997,133,15.8,3.7,6.3
963,172.5234877,2217.505928,-9.583,13.997,133,15.8,3.7,6.3
964,195.29,2213.36,-34.9056,13.997,133,15.8,3.7,6.3
965,174.6629756,2218.794147,-5.9295,13.997,133,15.8,3.7,6.3
966,166.26,2224.63,-9.891,13.997,133,15.8,3.7,6.3
967,165.4425321,2228.123853,-7.3657,13.997,133,15.8,3.7,6.3
968,184.5942422,2234.942905,-7.6081,13.997,133,15.8,3.7,6.3
969,172.55,2232.06,-76.6378,13.997,133,15.8,3.7,6.3
970,165.5,2225.59,-9.3867,13.997,133,15.8,3.7,6.3
971,174.3600174,2210.257593,8.4693,13.997,133,15.8,3.7,6.3
972,185.3,2206.2,65.5283,13.997,133,15.8,3.7,6.3
973,171.3953578,2213.980043,-31.8604,13.997,133,15.8,3.7,6.3
974,120.02,2219.32,-63.3,13.997,133,15.8,3.7,6.3
975,165.353392,2215.967354,-18.0838,13.997,133,15.8,3.7,6.3
976,165.87,2223.37,-5.9813,12.375,133,15.8,3.7,6.3
977,166.8903697,2218.319819,-11.5167,12.375,133,15.8,3.7,6.3
978,172.5234877,2217.505928,-9.583,12.375,133,15.8,3.7,6.3
979,195.29,2213.36,-34.9056,12.375,133,15.8,3.7,6.3
980,174.6629756,2218.794147,-5.9295,12.375,133,15.8,3.7,6.3
981,166.26,2224.63,-9.891,12.375,133,15.8,3.7,6.3
982,165.4425321,2228.123853,-7.3657,12.375,133,15.8,3.7,6.3
983,184.5942422,2234.942905,-7.6081,12.375,133,15.8,3.7,6.3
984,172.55,2232.06,-76.6378,12.375,133,15.8,3.7,6.3
985,165.5,2225.59,-9.3867,12.375,133,15.8,3.7,6.3
986,174.3600174,2210.257593,8.4693,12.375,133,15.8,3.7,6.3
987,185.3,2206.2,65.5283,12.375,133,15.8,3.7,6.3
988,171.3953578,2213.980043,-31.8604,12.375,133,15.8,3.7,6.3
989,120.02,2219.32,-63.3,12.375,133,15.8,3.7,6.3
990,165.353392,2215.967354,-18.0838,12.375,133,15.8,3.7,6.3
991,165.87,2223.37,-5.9813,4.756,133,15.8,3.7,6.3
992,166.8903697,2218.319819,-11.5167,4.756,133,15.8,3.7,6.3
993,172.5234877,2217.505928,-9.583,4.756,133,15.8,3.7,6.3
994,195.29,2213.36,-34.9056,4.756,133,15.8,3.7,6.3
995,174.6629756,2218.794147,-5.9295,4.756,133,15.8,3.7,6.3
996,166.26,2224.63,-9.891,4.756,133,15.8,3.7,6.3
997,165.4425321,2228.123853,-7.3657,4.756,133,15.8,3.7,6.3
998,184.5942422,2234.942905,-7.6081,4.756,133,15.8,3.7,6.3
999,172.55,2232.06,-76.6378,4.756,133,15.8,3.7,6.3
1000,165.5,2225.59,-9.3867,4.756,133,15.8,3.7,6.3
1001,174.3600174,2210.257593,8.4693,4.756,133,15.8,3.7,6.3
1002,185.3,2206.2,65.5283,4.756,133,15.8,3.7,6.3
1003,171.3953578,2213.980043,-31.8604,4.756,133,15.8,3.7,6.3
1004,120.02,2219.32,-63.3,4.756,133,15.8,3.7,6.3
1005,165.353392,2215.967354,-18.0838,4.756,133,15.8,3.7,6.3
1006,165.87,2223.37,-5.9813,10.329,169,15.8,3.7,6.3
1007,166.8903697,2218.319819,-11.5167,10.329,169,15.8,3.7,6.3
1008,172.5234877,2217.505928,-9.583,10.329,169,15.8,3.7,6.3
1009,195.29,2213.36,-34.9056,10.329,169,15.8,3.7,6.3
1010,174.6629756,2218.794147,-5.9295,10.329,169,15.8,3.7,6.3
1011,166.26,2224.63,-9.891,10.329,169,15.8,3.7,6.3
1012,165.4425321,2228.123853,-7.3657,10.329,169,15.8,3.7,6.3
1013,184.5942422,2234.942905,-7.6081,10.329,169,15.8,3.7,6.3
1014,172.55,2232.06,-76.6378,10.329,169,15.8,3.7,6.3
1015,165.5,2225.59,-9.3867,10.329,169,15.8,3.7,6.3
1016,174.3600174,2210.257593,8.4693,10.329,169,15.8,3.7,6.3
1017,185.3,2206.2,65.5283,10.329,169,15.8,3.7,6.3
1018,171.3953578,2213.980043,-31.8604,10.329,169,15.8,3.7,6.3
1019,120.02,2219.32,-63.3,10.329,169,15.8,3.7,6.3
1020,165.353392,2215.967354,-18.0838,10.329,169,15.8,3.7,6.3
1021,165.87,2223.37,-5.9813,3.17,169,15.8,3.7,6.3
1022,166.8903697,2218.319819,-11.5167,3.17,169,15.8,3.7,6.3
1023,172.5234877,2217.505928,-9.583,3.17,169,15.8,3.7,6.3
1024,195.29,2213.36,-34.9056,3.17,169,15.8,3.7,6.3
1025,174.6629756,2218.794147,-5.9295,3.17,169,15.8,3.7,6.3
1026,166.26,2224.63,-9.891,3.17,169,15.8,3.7,6.3
1027,165.4425321,2228.123853,-7.3657,3.17,169,15.8,3.7,6.3
1028,184.5942422,2234.942905,-7.6081,3.17,169,15.8,3.7,6.3
1029,172.55,2232.06,-76.6378,3.17,169,15.8,3.7,6.3
1030,165.5,2225.59,-9.3867,3.17,169,15.8,3.7,6.3
1031,174.3600174,2210.257593,8.4693,3.17,169,15.8,3.7,6.3
1032,185.3,2206.2,65.5283,3.17,169,15.8,3.7,6.3
1033,171.3953578,2213.980043,-31.8604,3.17,169,15.8,3.7,6.3
1034,120.02,2219.32,-63.3,3.17,169,15.8,3.7,6.3
1035,165.353392,2215.967354,-18.0838,3.17,169,15.8,3.7,6.3
1036,165.87,2223.37,-5.9813,13.997,322,15.8,3.7,6.3
1037,166.8903697,2218.319819,-11.5167,13.997,322,15.8,3.7,6.3
1038,172.5234877,2217.505928,-9.583,13.997,322,15.8,3.7,6.3
1039,195.29,2213.36,-34.9056,13.997,322,15.8,3.7,6.3
1040,174.6629756,2218.794147,-5.9295,13.997,322,15.8,3.7,6.3
1041,166.26,2224.63,-9.891,13.997,322,15.8,3.7,6.3
1042,165.4425321,2228.123853,-7.3657,13.997,322,15.8,3.7,6.3
1043,184.5942422,2234.942905,-7.6081,13.997,322,15.8,3.7,6.3
1044,172.55,2232.06,-76.6378,13.997,322,15.8,3.7,6.3
1045,165.5,2225.59,-9.3867,13.997,322,15.8,3.7,6.3
1046,174.3600174,2210.257593,8.4693,13.997,322,15.8,3.7,6.3
1047,185.3,2206.2,65.5283,13.997,322,15.8,3.7,6.3
1048,171.3953578,2213.980043,-31.8604,13.997,322,15.8,3.7,6.3
1049,120.02,2219.32,-63.3,13.997,322,15.8,3.7,6.3
1050,165.353392,2215.967354,-18.0838,13.997,322,15.8,3.7,6.3
1051,165.87,2223.37,-5.9813,10.329,95,18,1.4,2
1052,166.8903697,2218.319819,-11.5167,10.329,95,18,1.4,2
1053,172.5234877,2217.505928,-9.583,10.329,95,18,1.4,2
1054,195.29,2213.36,-34.9056,10.329,95,18,1.4,2
1055,174.6629756,2218.794147,-5.9295,10.329,95,18,1.4,2
1056,166.26,2224.63,-9.891,10.329,95,18,1.4,2
1057,165.4425321,2228.123853,-7.3657,10.329,95,18,1.4,2
1058,184.5942422,2234.942905,-7.6081,10.329,95,18,1.4,2
1059,172.55,2232.06,-76.6378,10.329,95,18,1.4,2
1060,165.5,2225.59,-9.3867,10.329,95,18,1.4,2
1061,174.3600174,2210.257593,8.4693,10.329,95,18,1.4,2
1062,185.3,2206.2,65.5283,10.329,95,18,1.4,2
1063,171.3953578,2213.980043,-31.8604,10.329,95,18,1.4,2
1064,120.02,2219.32,-63.3,10.329,95,18,1.4,2
1065,165.353392,2215.967354,-18.0838,10.329,95,18,1.4,2
1066,165.87,2223.37,-5.9813,6.351,95,18,1.4,2
1067,166.8903697,2218.319819,-11.5167,6.351,95,18,1.4,2
1068,172.5234877,2217.505928,-9.583,6.351,95,18,1.4,2
1069,195.29,2213.36,-34.9056,6.351,95,18,1.4,2
1070,174.6629756,2218.794147,-5.9295,6.351,95,18,1.4,2
1071,166.26,2224.63,-9.891,6.351,95,18,1.4,2
1072,165.4425321,2228.123853,-7.3657,6.351,95,18,1.4,2
1073,184.5942422,2234.942905,-7.6081,6.351,95,18,1.4,2
1074,172.55,2232.06,-76.6378,6.351,95,18,1.4,2
1075,165.5,2225.59,-9.3867,6.351,95,18,1.4,2
1076,174.3600174,2210.257593,8.4693,6.351,95,18,1.4,2
1077,185.3,2206.2,65.5283,6.351,95,18,1.4,2
1078,171.3953578,2213.980043,-31.8604,6.351,95,18,1.4,2
1079,120.02,2219.32,-63.3,6.351,95,18,1.4,2
1080,165.353392,2215.967354,-18.0838,6.351,95,18,1.4,2
1081,165.87,2223.37,-5.9813,13.997,95,18,1.4,2
1082,166.8903697,2218.319819,-11.5167,13.997,95,18,1.4,2
1083,172.5234877,2217.505928,-9.583,13.997,95,18,1.4,2
1084,195.29,2213.36,-34.9056,13.997,95,18,1.4,2
1085,174.6629756,2218.794147,-5.9295,13.997,95,18,1.4,2
1086,166.26,2224.63,-9.891,13.997,95,18,1.4,2
1087,165.4425321,2228.123853,-7.3657,13.997,95,18,1.4,2
1088,184.5942422,2234.942905,-7.6081,13.997,95,18,1.4,2
1089,172.55,2232.06,-76.6378,13.997,95,18,1.4,2
1090,165.5,2225.59,-9.3867,13.997,95,18,1.4,2
1091,174.3600174,2210.257593,8.4693,13.997,95,18,1.4,2
1092,185.3,2206.2,65.5283,13.997,95,18,1.4,2
1093,171.3953578,2213.980043,-31.8604,13.997,95,18,1.4,2
1094,120.02,2219.32,-63.3,13.997,95,18,1.4,2
1095,165.353392,2215.967354,-18.0838,13.997,95,18,1.4,2
1096,165.87,2223.37,-5.9813,10.329,133,18,1.4,2
1097,166.8903697,2218.319819,-11.5167,10.329,133,18,1.4,2
1098,172.5234877,2217.505928,-9.583,10.329,133,18,1.4,2
1099,195.29,2213.36,-34.9056,10.329,133,18,1.4,2
1100,174.6629756,2218.794147,-5.9295,10.329,133,18,1.4,2
1101,166.26,2224.63,-9.891,10.329,133,18,1.4,2
1102,165.4425321,2228.123853,-7.3657,10.329,133,18,1.4,2
1103,184.5942422,2234.942905,-7.6081,10.329,133,18,1.4,2
1104,172.55,2232.06,-76.6378,10.329,133,18,1.4,2
1105,165.5,2225.59,-9.3867,10.329,133,18,1.4,2
1106,174.3600174,2210.257593,8.4693,10.329,133,18,1.4,2
1107,185.3,2206.2,65.5283,10.329,133,18,1.4,2
1108,171.3953578,2213.980043,-31.8604,10.329,133,18,1.4,2
1109,120.02,2219.32,-63.3,10.329,133,18,1.4,2
1110,165.353392,2215.967354,-18.0838,10.329,133,18,1.4,2
1111,165.87,2223.37,-5.9813,13.997,133,18,1.4,2
1112,166.8903697,2218.319819,-11.5167,13.997,133,18,1.4,2
1113,172.5234877,2217.505928,-9.583,13.997,133,18,1.4,2
1114,195.29,2213.36,-34.9056,13.997,133,18,1.4,2
1115,174.6629756,2218.794147,-5.9295,13.997,133,18,1.4,2
1116,166.26,2224.63,-9.891,13.997,133,18,1.4,2
1117,165.4425321,2228.123853,-7.3657,13.997,133,18,1.4,2
1118,184.5942422,2234.942905,-7.6081,13.997,133,18,1.4,2
1119,172.55,2232.06,-76.6378,13.997,133,18,1.4,2
1120,165.5,2225.59,-9.3867,13.997,133,18,1.4,2
1121,174.3600174,2210.257593,8.4693,13.997,133,18,1.4,2
1122,185.3,2206.2,65.5283,13.997,133,18,1.4,2
1123,171.3953578,2213.980043,-31.8604,13.997,133,18,1.4,2
1124,120.02,2219.32,-63.3,13.997,133,18,1.4,2
1125,165.353392,2215.967354,-18.0838,13.997,133,18,1.4,2
1126,165.87,2223.37,-5.9813,12.375,133,18,1.4,2
1127,166.8903697,2218.319819,-11.5167,12.375,133,18,1.4,2
1128,172.5234877,2217.505928,-9.583,12.375,133,18,1.4,2
1129,195.29,2213.36,-34.9056,12.375,133,18,1.4,2
1130,174.6629756,2218.794147,-5.9295,12.375,133,18,1.4,2
1131,166.26,2224.63,-9.891,12.375,133,18,1.4,2
1132,165.4425321,2228.123853,-7.3657,12.375,133,18,1.4,2
1133,184.5942422,2234.942905,-7.6081,12.375,133,18,1.4,2
1134,172.55,2232.06,-76.6378,12.375,133,18,1.4,2
1135,165.5,2225.59,-9.3867,12.375,133,18,1.4,2
1136,174.3600174,2210.257593,8.4693,12.375,133,18,1.4,2
1137,185.3,2206.2,65.5283,12.375,133,18,1.4,2
1138,171.3953578,2213.980043,-31.8604,12.375,133,18,1.4,2
1139,120.02,2219.32,-63.3,12.375,133,18,1.4,2
1140,165.353392,2215.967354,-18.0838,12.375,133,18,1.4,2
1141,165.87,2223.37,-5.9813,4.756,133,18,1.4,2
1142,166.8903697,2218.319819,-11.5167,4.756,133,18,1.4,2
1143,172.5234877,2217.505928,-9.583,4.756,133,18,1.4,2
1144,195.29,2213.36,-34.9056,4.756,133,18,1.4,2
1145,174.6629756,2218.794147,-5.9295,4.756,133,18,1.4,2
1146,166.26,2224.63,-9.891,4.756,133,18,1.4,2
1147,165.4425321,2228.123853,-7.3657,4.756,133,18,1.4,2
1148,184.5942422,2234.942905,-7.6081,4.756,133,18,1.4,2
1149,172.55,2232.06,-76.6378,4.756,133,18,1.4,2
1150,165.5,2225.59,-9.3867,4.756,133,18,1.4,2
1151,174.3600174,2210.257593,8.4693,4.756,133,18,1.4,2
1152,185.3,2206.2,65.5283,4.756,133,18,1.4,2
1153,171.3953578,2213.980043,-31.8604,4.756,133,18,1.4,2
1154,120.02,2219.32,-63.3,4.756,133,18,1.4,2
1155,165.353392,2215.967354,-18.0838,4.756,133,18,1.4,2
1156,165.87,2223.37,-5.9813,10.329,169,18,1.4,2
1157,166.8903697,2218.319819,-11.5167,10.329,169,18,1.4,2
1158,172.5234877,2217.505928,-9.583,10.329,169,18,1.4,2
1159,195.29,2213.36,-34.9056,10.329,169,18,1.4,2
1160,174.6629756,2218.794147,-5.9295,10.329,169,18,1.4,2
1161,166.26,2224.63,-9.891,10.329,169,18,1.4,2
1162,165.4425321,2228.123853,-7.3657,10.329,169,18,1.4,2
1163,184.5942422,2234.942905,-7.6081,10.329,169,18,1.4,2
1164,172.55,2232.06,-76.6378,10.329,169,18,1.4,2
1165,165.5,2225.59,-9.3867,10.329,169,18,1.4,2
1166,174.3600174,2210.257593,8.4693,10.329,169,18,1.4,2
1167,185.3,2206.2,65.5283,10.329,169,18,1.4,2
1168,171.3953578,2213.980043,-31.8604,10.329,169,18,1.4,2
1169,120.02,2219.32,-63.3,10.329,169,18,1.4,2
1170,165.353392,2215.967354,-18.0838,10.329,169,18,1.4,2
1171,165.87,2223.37,-5.9813,3.17,169,18,1.4,2
1172,166.8903697,2218.319819,-11.5167,3.17,169,18,1.4,2
1173,172.5234877,2217.505928,-9.583,3.17,169,18,1.4,2
1174,195.29,2213.36,-34.9056,3.17,169,18,1.4,2
1175,174.6629756,2218.794147,-5.9295,3.17,169,18,1.4,2
1176,166.26,2224.63,-9.891,3.17,169,18,1.4,2
1177,165.4425321,2228.123853,-7.3657,3.17,169,18,1.4,2
1178,184.5942422,2234.942905,-7.6081,3.17,169,18,1.4,2
1179,172.55,2232.06,-76.6378,3.17,169,18,1.4,2
1180,165.5,2225.59,-9.3867,3.17,169,18,1.4,2
1181,174.3600174,2210.257593,8.4693,3.17,169,18,1.4,2
1182,185.3,2206.2,65.5283,3.17,169,18,1.4,2
1183,171.3953578,2213.980043,-31.8604,3.17,169,18,1.4,2
1184,120.02,2219.32,-63.3,3.17,169,18,1.4,2
1185,165.353392,2215.967354,-18.0838,3.17,169,18,1.4,2
1186,165.87,2223.37,-5.9813,13.997,322,18,1.4,2
1187,166.8903697,2218.319819,-11.5167,13.997,322,18,1.4,2
1188,172.5234877,2217.505928,-9.583,13.997,322,18,1.4,2
1189,195.29,2213.36,-34.9056,13.997,322,18,1.4,2
1190,174.6629756,2218.794147,-5.9295,13.997,322,18,1.4,2
1191,166.26,2224.63,-9.891,13.997,322,18,1.4,2
